id,video,title,title_url,length,annotation,genre1_ids,genre2_ids,genre3_ids,genre1_name,genre2_name,genre3_name,disambiguation,artist-credit1_name,artist-credit1_url,artist-credit2_name,artist-credit2_url,artist-credit3_name,artist-credit3_url,artist-credit1_artist_ids,artist-credit2_artist_ids,artist-credit3_artist_ids,artist-credit1_artist_name,artist-credit1_artist_url,artist-credit2_artist_name,artist-credit2_artist_url,artist-credit3_artist_name,artist-credit3_artist_url,artist-credit1_artist_genre1_ids,artist-credit1_artist_genre2_ids,artist-credit1_artist_genre3_ids,artist-credit2_artist_genre1_ids,artist-credit2_artist_genre2_ids,artist-credit2_artist_genre3_ids,artist-credit3_artist_genre1_ids,artist-credit1_artist_genre1_name,artist-credit1_artist_genre1_url,artist-credit1_artist_genre2_name,artist-credit1_artist_genre2_url,artist-credit1_artist_genre3_name,artist-credit1_artist_genre3_url,artist-credit2_artist_genre1_name,artist-credit2_artist_genre1_url,artist-credit2_artist_genre2_name,artist-credit2_artist_genre2_url,artist-credit2_artist_genre3_name,artist-credit2_artist_genre3_url,artist-credit3_artist_genre1_name,artist-credit3_artist_genre1_url
https://musicbrainz.org/recording/10b9c34b-821d-4cc8-9587-5c7d0cb68865,False,Suck,,,,,,,,,,,Pigface,https://www.wikidata.org/wiki/Q3174727,,,,,https://musicbrainz.org/artist/11137c88-a9a2-4ffa-a97d-fb058c6d6ce2,,,Pigface,https://www.wikidata.org/wiki/Q3174727,,,,,https://musicbrainz.org/genre/89255676-1f14-4dd8-bbad-fca839d6aff4,https://musicbrainz.org/genre/ffbc9907-c9be-4ace-876b-b7fd5b9d51f9,,,,,,electronic music,https://www.wikidata.org/wiki/Q9778,industrial rock,https://www.wikidata.org/wiki/Q968730,,,,,,,,,,
https://musicbrainz.org/recording/b26c15bd-9e01-4bc7-8bb0-63f58baa739b,False,Kiss-A-Me Baby,,,,,,,,,,,Ray Charles,https://www.wikidata.org/wiki/Q544387,,,,,https://musicbrainz.org/artist/2ce02909-598b-44ef-a456-151ba0a3bd70,,,Ray Charles,https://www.wikidata.org/wiki/Q544387,,,,,https://musicbrainz.org/genre/fe12b346-a10e-450f-bf81-fa20894b5ea2,https://musicbrainz.org/genre/a715278f-1580-409f-8078-4ffbc800e08b,https://musicbrainz.org/genre/9702d99a-823f-47ba-b8c2-af0538c9640b,,,,,blues,https://www.wikidata.org/wiki/Q9759,jazz,https://www.wikidata.org/wiki/Q8341,jazz blues,https://www.wikidata.org/wiki/Q1684520,,,,,,,,
https://musicbrainz.org/recording/565de6d8-f93f-4b44-97e2-c1f3ffc2410a,False,The Calling,https://www.wikidata.org/wiki/Q7721035,264000,,,,,,,,,Baptism,https://www.wikidata.org/wiki/Q777180,,,,,https://musicbrainz.org/artist/3200cf86-ee25-491c-bffa-9feb2bc2f760,,,Baptism,https://www.wikidata.org/wiki/Q777180,,,,,https://musicbrainz.org/genre/12568698-97cc-49a9-80ab-9c5e3fe4dd33,,,,,,,black metal,https://www.wikidata.org/wiki/Q132438,,,,,,,,,,,,
https://musicbrainz.org/recording/f28b2394-bd5d-4f0c-a0de-55ce015a5c57,False,Whispering Shadows,,,,https://musicbrainz.org/genre/eacfa027-2fad-413f-a2f1-80fa43674f0b,https://musicbrainz.org/genre/cc28f5aa-5e19-487c-88e1-e56b022f1fdd,https://musicbrainz.org/genre/0e3fc579-2d24-4f20-9dae-736e1ec78798,death metal,metal,rock music,,Unanimated,https://www.wikidata.org/wiki/Q465220,,,,,https://musicbrainz.org/artist/7f33e393-1827-4c2b-9bbd-e69a67b3d45e,,,Unanimated,https://www.wikidata.org/wiki/Q465220,,,,,https://musicbrainz.org/genre/74ed98e0-d2f4-4d34-9a51-0c18c1303726,https://musicbrainz.org/genre/5eeb0431-8160-40a7-ae44-c2ad01fed156,,,,,,melodic black metal,https://www.wikidata.org/wiki/Q2997058,melodic death metal,https://www.wikidata.org/wiki/Q253918,,,,,,,,,,
https://musicbrainz.org/recording/192e313b-703b-456d-9143-bb7fa1f9dab1,False,I'll Never Get Out of These Blues Alive,,,,,,,,,,,John Lee Hooker,https://www.wikidata.org/wiki/Q44570,,,,,https://musicbrainz.org/artist/b0122194-c49a-46a1-ade7-84d1d76bd8e9,,,John Lee Hooker,https://www.wikidata.org/wiki/Q44570,,,,,https://musicbrainz.org/genre/fe12b346-a10e-450f-bf81-fa20894b5ea2,https://musicbrainz.org/genre/58e325d5-54fd-4e98-b39a-3aa6bc319273,https://musicbrainz.org/genre/1a46845c-ed4d-48c5-a93f-45bb85cf56d1,,,,,blues,https://www.wikidata.org/wiki/Q9759,blues rock,https://www.wikidata.org/wiki/Q193355,country blues,https://www.wikidata.org/wiki/Q649823,,,,,,,,
https://musicbrainz.org/recording/17d3194b-c11d-4471-9938-829560e4383f,False,Mojo's Intro,,242000,,,,,,,,,Forbidden Pigs,,,,,,https://musicbrainz.org/artist/c7ac345b-057f-4553-9eaf-76c6ce824f96,,,Forbidden Pigs,,,,,,,,,,,,,,,,,,,,,,,,,,
https://musicbrainz.org/recording/c3b08392-b751-4301-97c8-be9f2d2c78e4,False,Morning Glory,https://www.wikidata.org/wiki/Q6912827,,,,,,,,,,Tommy Makem,https://www.wikidata.org/wiki/Q1186049,,,,,https://musicbrainz.org/artist/ed29f6fa-ca96-47f7-9c7e-b9f2f11f30e4,,,Tommy Makem,https://www.wikidata.org/wiki/Q1186049,,,,,https://musicbrainz.org/genre/a91eed3a-fdd0-494e-ade0-95ea4117f6eb,https://musicbrainz.org/genre/3d88ed41-624d-4be9-bf9d-ca11991eb250,,,,,,folk music,https://www.wikidata.org/wiki/Q43343,Irish folk music,https://www.wikidata.org/wiki/Q7482056,,,,,,,,,,
https://musicbrainz.org/recording/563656af-0ccf-48ab-9791-9a37d2d43f4a,False,Ramanda,,,,,,,,,,,Glen Velez,https://www.wikidata.org/wiki/Q1383968,,,,,https://musicbrainz.org/artist/cf682e14-a639-444b-9128-86ad5e5b9188,,,Glen Velez,https://www.wikidata.org/wiki/Q1383968,,,,,,,,,,,,,,,,,,,,,,,,,
https://musicbrainz.org/recording/7cd05a94-75cb-41fd-b432-da0401b64d0b,False,Second Wind,https://www.wikidata.org/wiki/Q7443654,,,,,,,,,,Glen Velez,https://www.wikidata.org/wiki/Q1383968,,,,,https://musicbrainz.org/artist/cf682e14-a639-444b-9128-86ad5e5b9188,,,Glen Velez,https://www.wikidata.org/wiki/Q1383968,,,,,,,,,,,,,,,,,,,,,,,,,
https://musicbrainz.org/recording/a7dae856-ab7c-4762-973e-dbe201254a3a,False,Wreckin' Ball (Professor Stretch remix),,,,,,,,,,,Dogs Deluxe,,,,,,https://musicbrainz.org/artist/b48ba94f-a2b7-463b-a1d2-634c4a134e3e,,,Dogs Deluxe,,,,,,,,,,,,,,,,,,,,,,,,,,
